Date,China Methanol price ,US Gulf Coast Methanol Price,Taiwan Methanol Price,Rotterdam Port Methanol Price,Geopolitical Risk Index Chinese,China Coal Production,Coke Comprehensive Evaluation Price Index,Monthly Output of Coke in China's Industrial Products,Monthly Supply of Coke in China,Monthly Coke Supply-Demand Gap in China,Monthly Consumption of Coke in China,Monthly Apparent Consumption of Coke in China,Global Oil Production,Brent Crude Oil Price,Natural Gas Spot Price,Purchasing Managers' Index,Industrial Production China,Exchange Rates China,Economic Policy Uncertainty China,Year-on-Year Growth Rate of Retail Sales of Consumer Goods in China (Monthly),Monthly Retail Sales of Consumer Goods in China,Year-on-Year Growth Rate of China's Producer Price Index (PPI) for Industrial Products (Monthly),Year-on-Year Growth Rate of China's Producer Price Index (PPI) for Mining Industry (Monthly),China Commodity Price Index,CCPI£ºRubber,CCPI£ºMineral,CCPI£ºEnergy,PPI-Chemistry-Industry,PPI-Coal and Coking Industry,PPI-Oil,PPI-Other,PPI-Textile Industry
2005/1/1,282.7273,82.26258,284.7727,213.4545,0.452543288,12879.1,939.2254286,1701.77,1446.5,388.06,1058.44,1610.68,84.2,44.3,6.13,54.7,7.6,8.27,75.73043972,11.5,5300.9,5.8,19.6,78.49879121,96.39492647,88.78666667,73.04,111.1,121.1,115.1,103.7,99.7
2005/2/1,274.4444,81.8665,286.6667,213.1111,0.627352595,11138.3,946.492,1724.7,1466,440.04,1025.96,1586.03,83.4,45.19,6.18,54.5,7.6,8.27,32.59744614,15.8,5012.2,5.38,21.6,79.54373626,96.09294118,89.16666667,74.59,110.1,121.1,116.6,104.1,99.3
2005/3/1,269.4318,81.50875,288.5227,214.6818,0.529752016,14002.3,960.51,1894.9,1610.67,442.15,1168.52,1727.25,83.9,53.19,6.67,57.9,15.1,8.27,99.00125034,13.9,4799.1,5.6,26.8,80.58868132,95.79095588,89.54666667,76.14,111,120.8,120.8,105.1,99
2005/4/1,259.0476,81.11268,282.0238,211.8095,0.364931285,14386.6,961.36,1804.6,1533.91,310.14,1223.78,1684.17,84.2,51.86,7.19,56.7,16,8.27,50.3678868,12.2,4663.3,5.78,29.8,81.63362637,95.48897059,89.92666667,77.69,111.2,120.6,123.4,105.1,99.5
2005/5/1,250.5556,80.72938,268.0556,210.4444,0.412679434,14989.1,961.36,1908.9,1622.57,376.07,1246.5,1780.63,84.4,48.58,6.64,52.9,16.6,8.27,105.3501677,12.8,4899.2,5.9,34.1,82.67857143,95.18698529,90.30666667,79.24,110.3,120.4,125.4,103.6,99.5
2005/6/1,246.9318,80.3333,255.2273,206.3636,0.388472319,15859.6,967.84,1962.6,1668.21,444.21,1224,1872.88,84.7,53.37,6.82,51.7,16.8,8.27,42.9722571,12.9,4935,5.2,28,83.72351648,94.885,90.68666667,80.79,108.3,120.3,120.2,103.6,99.5
2005/7/1,228.13,79.95,243.38,201.53,0.72350949,15175.6,983.96,1838.2,1562.47,318.99,1243.49,1750.33,84.4,57.4,7.54,51.1,16.1,8.27,35.5552118,12.7,4934.9,5.2,26.5,84.76846154,94.58301471,91.06666667,82.34,107.4,119,122.3,103.4,100.4
2005/8/1,204.4565,77.8696,229.4565,192.3043,0.394898683,15395.9,985.4995918,1861,1581.85,317.76,1264.1,1780.65,84.3,63.7,8.66,52.6,16,8.27,92.99913857,12.5,5040.8,5.3,28.9,85.81340659,94.28102941,91.44666667,83.89,105.5,118.3,128.1,102.7,100.1
2005/9/1,211.14,77.9773,220,193.9773,0.499459654,15764.1,991.8477959,1880.8,1598.68,337.02,1261.67,1806.29,84.7,63.27,11.39,55.1,16.5,8.27,68.26113608,12.7,5495.2,4.5,26.4,86.85835165,93.97904412,91.82666667,85.44,103.6,116.7,125.8,102.5,100.9
2005/10/1,228.38,81.5294,221.6176,211.3529,0.247055441,16354.8,998.196,2033,1728.05,390.79,1337.27,1950.92,83.2,58.54,13.54,54.1,16.1,8.27,32.7294774,12.8,5846.6,4,25.9,87.9032967,93.67705882,92.20666667,86.99,102.3,114.6,125.9,102.5,101.2
2005/11/1,241.25,85.6477,238.8636,220.7727,0.39037481,17043.1,1004.544204,2037.9,1732.22,417.59,1314.63,1947.53,83.7,55.72,10.31,54.1,16.6,8.08,86.7579808,12.4,5909,3.2,20.1,88.94824176,93.37507353,92.58666667,88.54,100.6,113.1,121.9,102.2,102
2005/12/1,252.2619,91,256.3095,242.8571,0.21323967,18002.4,1010.892408,2261.5,1922.28,557.65,1364.63,2136.17,84.6,56.4,12.72,54.3,16.5,8.08,57.22021085,12.5,6850.4,3.2,22.3,89.99318681,93.07308824,92.96666667,90.09,100.1,112.4,123.6,102.4,102.2
2006/1/1,253,98.3667,276.9667,260.2667,0.630963385,12923,1017.240612,1870.71,1590.1,289.17,1300.94,1776.94,84.8,62.64,8.74,52.1,20.1,8.07,83.60843849,15.5,6641.6,3.05,25.21,91.03813187,92.77110294,93.34666667,91.64,100.49,109.47,129.76,102.38,102.85
2006/2/1,253.5294,94.3529,293.2353,275.9412,0.471232533,13697.3,1023.588816,1828.4,1554.14,279.11,1275.03,1725.24,84.3,60.67,7.7,52.1,20.1,8.05,64.71510304,9.4,6001.9,3.01,25.24,92.08307692,92.46911765,93.72666667,93.19,99.95,107.16,131.51,101.9,102.99
2006/3/1,255.6522,92.2826,288.4783,272.6739,0.527977049,16621.8,1029.93702,2125.9,1807.02,342.81,1464.21,2018.43,84.7,61.87,6.88,55.3,17.8,8.03,84.22509569,13.5,5796.7,2.49,20.2,93.12802198,92.16713235,94.10666667,94.74,99.21,106.32,126.83,101.73,103.05
2006/4/1,257.25,87.73,285.75,263.88,0.538999081,17411.8,1036.285224,2171.8,1846.03,385.74,1460.3,2056.19,84.7,70.17,7.15,58.1,16.6,8.02,133.5047002,13.6,5774.6,1.87,12.05,94.17296703,91.86514706,94.48666667,96.29,98.68,104.87,120.89,102.03,102.85
2006/5/1,255,82.5263,281.9737,245.7368,0.568606913,17328.5,1042.633429,2340,1989,399.33,1589.67,2228.87,84.5,69.92,6.26,54.8,17.9,8.01,66.02269538,14.2,6175.6,2.43,12.88,95.21791209,91.56316176,94.86666667,97.84,99.13,105.04,120.54,102.54,103.02
2006/6/1,256.7727,81.3636,276.3182,232.0909,0.540965259,17966.7,1048.981633,2396.7,2037.2,459.86,1577.34,2270.65,84.8,68.59,6.2,54.1,19.5,8.01,110.9243461,13.9,6057.8,3.52,16.74,98.64,99,95.52,99.39,100.41,105.2,128.24,102.55,102.2
2006/7/1,252.0238,84.881,273.381,226.1905,0.743234634,16842.1,931.9588571,2389.5,2031.08,469.17,1561.91,2295.15,84.9,73.62,6,52.4,16.7,7.99,42.70708719,13.7,6012.2,3.58,15.95,99.4,96.47,95.08,100.94,100.88,106.25,124.76,102.37,101.67
2006/8/1,258.2609,119.2174,279.3478,288.8043,0.471165329,17437.4,939.2254286,2443.7,2077.15,512,1565.15,2279.29,86.1,74.39,7.36,53.1,15.7,7.97,36.35945227,13.8,6077.4,3.4,15.7,101.69,92.93,96.28,105.28,101.24,107.2,120.22,102.74,101.7
2006/9/1,322.381,166.98,385,406.1905,0.491728634,18127.5,946.492,2429.6,2065.16,491.33,1573.83,2275.57,85.6,62.9,5.14,57,16.1,7.94,71.51866428,13.9,6553.6,3.5,13.61,100.41,85.43,101.19,97.93,101.82,106.19,117.62,103.17,101.86
2006/10/1,381.3158,147.16,480.9211,401.8421,1.0864712,18654.6,960.51,2490.2,2116.67,489.88,1626.8,2358.14,85.1,57.93,5.75,54.7,14.7,7.9,74.12514591,14.3,6997.7,2.9,7.4,97.67,87.28,103.69,90.19,101.74,105,111.07,102.59,101.44
2006/11/1,412.6087,150.1087,476.3043,407.4348,0.428115994,18967.1,961.36,2554.4,2171.24,571.76,1599.48,2394.91,85.4,57.89,7.28,55.3,14.9,7.87,43.89590322,14.1,6821.7,2.78,1.9,97.41,83.13,109.12,87.63,102.22,103.36,105.76,102.65,101.36
2006/12/1,406.6667,146.5238,465,410.8333,0.412847012,20389.2,961.36,2736.2,2325.77,677.38,1648.4,2647.86,85.3,62.36,6.86,54.8,14.7,7.82,67.67838676,14.6,7499.2,3.1,2.73,102.27,82.31,110.92,93.87,102.48,103.31,106.38,102.44,101.22
2007/1/1,384.13,141.1,457.38,395.2,0.35824582,17479,967.84,2403.8,2043.23,421.84,1621.39,2273.74,85.3,53.52,6.36,55.1,12.6,7.79,80.17083733,12.7,7488.3,3.3,4.68,101.66,86.06,111.2,92.26,102.91,102.95,108.07,102.39,100.81
2007/2/1,360,121.0938,432.9688,353.7188,0.504950523,14203.2,983.96,2288.9,1945.57,413.99,1531.58,2206.81,85.3,56.81,7.98,53.1,12.6,7.75,64.65912111,16.9,7013.7,2.6,-1.25,100.44,91.19,113.46,89.4,102.55,103.65,101.61,102.55,100.77
2007/3/1,317.9545,93.7045,371.3636,258.8409,0.410570741,17775.9,996.52,2603.9,2213.32,500.3,1713.02,2451.27,85.6,61.8,7.15,56.1,17.6,7.74,70.07432251,15.3,6685.8,2.7,-1.41,102.44,89.25,115.86,94,102.66,103.82,100.41,102.43,100.44
2007/4/1,249.2105,69.9211,264.2105,194.5789,0.333311975,18846.6,1007.5,2646.4,2249.44,546.42,1703.03,2497.99,85.3,67.67,7.59,58.6,17.4,7.72,68.33133951,15.5,6672.5,2.9,0.46,105.92,92.49,117.94,99.2,102.96,104.28,101.43,102.51,100.86
2007/5/1,235.63,71.6875,243.13,179.125,0.324464619,19115.3,1102.82,2741,2329.85,550.33,1779.53,2579.63,85.5,67.04,7.64,55.7,18.1,7.68,47.7915243,15.9,7157.5,2.8,0.28,108.98,88.53,124.37,99.61,102.96,104.2,101.02,101.93,100.66
2007/6/1,245.3571,71.8214,252.5,175.8333,0.383566856,20239.7,1155.87,2889,2455.65,654.03,1801.62,2758.73,84.9,70.71,7.4,54.5,19.4,7.64,77.0894637,16,7026,2.49,-1.01,110.63,84.78,126.71,99.75,103.02,104.72,97.29,102.32,100.61
2007/7/1,245.3409,74.3068,251.0227,195.3182,0.375489593,19561,1159.1,2810.8,2389.18,603.94,1785.24,2713.11,84.2,76.84,6.2,53.3,18,7.58,136.7205776,16.4,6998.2,2.4,-0.12,115.21,84.75,128.96,104.34,102.95,104.72,97.61,103.03,100.68
2007/8/1,268.8043,88.1304,250.6522,217.4565,0.28565082,19397.1,1197.78,2795.8,2376.43,540.34,1836.09,2671.44,85.5,71.22,6.23,54,17.5,7.57,56.7362403,17.1,7116.6,2.6,1.4,118.88,85.1,145.62,107.21,102.73,104.72,98.63,103.11,100.64
2007/9/1,325.5,126.3,297.63,279.15,0.569319308,20355.1,1264.66,2890.4,2456.84,678.76,1778.09,2743.64,84.7,76.93,6.06,56.1,18.9,7.52,90.57120336,17,7668.4,2.7,1.19,119.97,88.65,168.75,106.97,102.97,105.38,98.09,103.45,100.63
2007/10/1,438.4211,220.8553,496.9737,425.1053,0.566377759,19877.3,1289.48,2854.3,2426.16,588.27,1837.89,2712.03,85,81.21,6.71,53.2,17.9,7.5,92.54259734,18.1,8263,3.2,5.43,123.26,93.02,173.97,112.63,103.57,106.59,102.07,103.78,100.34
2007/11/1,459.4318,262.9545,572.8409,522.33,0.455376148,21192.2,1337.72,2877.7,2446.05,650.32,1795.73,2760.35,86.5,92.21,7.08,55.4,17.3,7.42,108.4284754,18.8,8104.7,4.55,15.06,128.65,93.85,166.89,123.15,104.21,108.57,114.1,104.2,100.5
2007/12/1,444.5,240.6,560.25,526.05,0.49256295,21849.8,1488.47,2958.1,2514.39,686.22,1828.17,2860.74,86.3,90.86,7.1,55.3,17.4,7.36,93.8269296,20.2,9015.3,5.43,22.09,130.89,95.48,169.84,122.9,105.08,110.89,120.3,104.52,101.04
2008/1/1,406.3043,183.9565,487.5,385.2826,0.351882428,18735.7,1658.84,2673.06,2272.1,558.02,1714.08,2577.13,86.4,92.27,7.9,53,15.4,7.25,142.8052425,21.2,9077.3,6.1,20.46,133.82,98.65,165.48,126.69,106.52,116.69,117.99,104.85,101.37
2008/2/1,396.1765,173.3235,446.1765,334.7059,0.286068469,17000.8,1827.3,2571.3,2185.61,496.26,1689.35,2498.3,87.2,94.57,8.48,53.4,15.4,7.16,157.7542678,19.1,8354.7,6.62,25.25,136.21,99.9,168.74,124.7,106.86,120.55,120.91,105.62,101.04
2008/3/1,353.5714,134.0952,371.4286,269.4762,0.343717098,21128.7,1891.32,2904.3,2468.66,599.81,1868.85,2779.9,87.4,103.51,9.38,58.4,17.8,7.07,174.0117215,21.5,8123.2,7.95,28.99,138.73,96.91,184.18,125.1,108.06,127.5,122,106.02,101.72
2008/4/1,376.9048,112.1429,349.1667,233.4524,0.294527501,21333.7,2023.1,2961.8,2517.53,660.47,1857.06,2827.55,86.8,108.06,10.06,59.2,15.7,7,145.5144919,22,8142,8.12,27.18,139.21,94.69,175.57,127.59,109.03,125.2,122.13,106.41,101.73
2008/5/1,448.2143,128.4524,386.4286,239.6667,0.396885961,22700.2,2203.91,2993.6,2544.56,607.85,1936.71,2827.29,86.1,121.97,11.24,53.3,16,6.98,100.6835843,21.6,8703.5,8.22,25.86,144.8,99.4,174.55,140.58,109.72,128.96,120.08,106.01,101.73
2008/6/1,524.5238,138.1667,463.0952,286.2381,0.371868461,23935.7,2638,3119.8,2651.83,699.19,1952.64,2969.83,86.5,132.02,12.66,52,16,6.9,157.0119332,23,8642,8.84,29.32,148.75,104.91,175.5,149.41,111.04,133.03,122.15,106.66,101.82
2008/7/1,440.7955,139.8182,450.5682,279.1364,0.452458799,22028.8,2951,3007.4,2556.29,667.42,1888.88,2924.06,86.9,135.21,11.68,48.4,14.7,6.84,152.1179238,23.3,8628.8,10.03,34.14,153.28,105.67,175.37,160.27,111.64,139.09,131.78,107.08,101.98
2008/8/1,412.9762,141.7619,426.9048,275.9762,0.373719513,22214.2,2950.67,2966.8,2521.78,719.76,1802.03,2825.92,87,115.04,8.22,48.4,12.8,6.84,205.6284567,23.2,8767.7,10.06,35.09,145,102.6,169.56,146.28,111.7,145.19,131.19,107.32,101.7
2008/9/1,404.625,140.0941,388.13,267.675,0.384039581,22869.9,2610.25,2566.5,2181.53,491.78,1689.75,2429.22,87.8,98.3,7.72,51.2,11.4,6.83,298.387002,23.2,9446.5,9.13,30.1,136.74,96.37,153.53,135.68,110.71,145.99,125.89,107.83,101.48
2008/10/1,319.88,123.88,331.5476,267.4571,0.349890649,21927.6,2055.79,2194.1,1864.99,329.09,1535.9,2141.5,85,73.43,6.77,44.6,8.2,6.83,187.5682409,22,10082.7,6.59,22.66,118.58,81.12,120.13,114.99,107.18,142.36,119.09,106.07,101.51
2008/11/1,205.2368,69.575,213.2895,196.2105,0.300716311,22697.2,1331.12,2025.4,1721.59,213.37,1508.22,1992.98,86.4,52.3,6.68,38.8,5.4,6.83,194.2370385,20.8,9790.8,1.99,6.58,102.86,74.82,105.01,91.17,100.54,129.97,100.48,105.45,99.98
2008/12/1,170.0227,47.1087,163.1364,134.0909,0.290838599,21994,1394.17,2217.1,1884.54,254.23,1630.31,2194.86,85.9,40.4,5.81,41.2,5.7,6.86,232.7663926,19,10728.5,-1.14,-6.96,92.97,65.96,105.42,73.99,96.2,122.43,88.35,104.1,99.09
2009/1/1,173.88,42.8068,154.6563,103.88,0.248799205,17234.5,1642.89,2339.29,1988.4,247.38,1741.01,2331.35,85.8,42.13,5.3,45.3,11,6.84,223.546869,18.5,10756.6,-3.35,-13.18,92.59,74.32,107.09,69.71,93.74,118.08,79.19,102.34,98.25
2009/2/1,193.1842,45.7857,179.3421,124.9474,0.312123954,19656.5,1752.09,2423.8,2060.23,279.72,1780.52,2421.12,84.9,43.33,4.51,49,11,6.84,170.9781411,11.6,9323.8,-4.47,-17.41,94.32,76.31,102.92,73.43,93.06,114.68,73.12,101.47,97.07
2009/3/1,202.4286,40.0341,198.3571,122.2381,0.246339604,23342.7,1553.42,2597.4,2207.79,262.98,1944.81,2592.59,83.9,46.44,4,52.4,8.3,6.84,184.4957667,14.7,9317.6,-6,-19.9,93.94,75.29,94.31,74.47,92.08,109.05,72.94,100.77,97.01
2009/4/1,233.8571,47.6995,211.7381,132.1429,0.585598588,22980,1446.25,2473.7,2102.65,229.25,1873.4,2472.15,84.5,50.18,3.55,53.5,7.3,6.83,152.9133236,14.8,9343.2,-6.6,-21.47,97.62,80.06,92.66,79.74,91.48,103.92,74.77,99.82,96.71
2009/5/1,221.2368,50.7329,209.6842,126.5789,0.395569623,24841.1,1488.83,2767.4,2352.29,308.12,2044.17,2766.59,84.6,56.1,3.74,53.1,8.9,6.82,91.1647079,15.2,10028.4,-7.2,-21.8,98.28,80.63,93.52,83.34,91.2,100.4,75.6,99.3,96.7
2009/6/1,228.5909,58.8582,209.9545,149.8636,0.409851462,27908.5,1548.2,3172.3,2696.46,557.61,2138.85,3170.25,84.1,68.58,3.8,53.2,10.7,6.83,131.5288105,15,9941.6,-7.8,-23.5,104.74,81.65,95.78,94.06,89.4,95.1,77.9,98.3,96.7
2009/7/1,238.4565,62.9348,227.4783,160.7391,0.38972947,25781.8,1635.65,3188.2,2709.97,527.29,2182.68,3185.4,84.2,64.85,3.43,53.3,10.8,6.83,103.9319156,15.2,9936.5,-8.2,-23.8,105.66,82.79,100.48,92.34,88.6,89.2,77.7,96.9,96.7
2009/8/1,248.9737,76.5,229.9211,182.6316,0.380121648,26074.9,1700.9,3122.7,2654.3,435.21,2219.09,3121.27,85.3,72.68,3.18,54,12.3,6.83,92.43109317,15.4,10115.6,-7.86,-25.91,111.41,86.69,108.87,96.6,88.7,84.8,76.3,97.4,96.9
2009/9/1,260,91.575,234.5,216.8333,0.614590824,26316.4,1619.58,3151.4,2678.69,522.38,2156.31,3150.49,84.9,67.98,2.89,54.3,13.9,6.83,160.9516451,15.5,10912.8,-6.99,-20.32,110.8,84.49,102.09,96.17,89.2,84.9,83.6,96.4,97.2
2009/10/1,255.6071,86.8095,245.25,207.4881,0.426712185,27306.8,1562.35,3153.2,2680.22,462.67,2217.56,3149.02,85.1,71.87,3.93,55.2,16.1,6.83,75.79626366,16.2,11717.6,-5.85,-16.34,110.95,87.04,106.83,95.76,90.6,87.2,86.4,97.2,98.2
2009/11/1,301.2045,101.6667,256,198.1429,0.37357527,28894.1,1562.96,3131.2,2661.52,645.03,2016.5,3125.88,85.9,76.6,3.62,55.2,19.2,6.83,68.89027097,15.8,11339,-2.08,-4.08,115.04,91.78,111.32,101.7,95.8,94.7,99.3,97.9,99.8
2009/12/1,318.88,95.7727,282.5,207.4773,0.36607933,28062.3,1626.21,3267,2776.95,764.37,2012.58,3260.84,85.9,74.11,5.21,56.6,18.5,6.83,74.85823135,17.5,12610,1.7,17.58,118.37,98.37,117.1,103.35,100.9,99.4,120.8,98.7,101.8
2010/1/1,318.6053,96.3553,301.875,211.4,0.36600244,25610.1,1781.99,3031.1,2576.44,338.45,2237.99,3028.32,85.9,76.43,5.83,55.8,12.8,6.83,95.78208426,14,12718.1,4.32,31.43,121.75,101.87,129.48,105.3,104.2,106.7,134.9,99.6,104.2
2010/2/1,301.6413,94.1726,310.1316,209.0526,0.509739697,21298,1793.87,2860.1,2431.09,293.54,2137.55,2855.06,86.2,73.64,5.33,52,12.8,6.83,103.444367,22.1,12334.2,5.39,37.62,118.89,102.08,127.5,102.3,105.69,108.29,143.63,100.24,104.84
2010/3/1,271.45,90.3813,304.4565,214.3261,0.376730919,27980.8,1746.53,3183.2,2705.72,358.57,2347.16,3178.78,86.8,78.67,4.36,55.1,18.1,6.83,90.39569948,18,11321.7,5.91,30.25,121.52,102.61,140.17,105.29,107.01,108.08,138.28,101.84,105.99
2010/4/1,255.05,79.52,263.4524,204.5,0.562357605,26839.1,1794.76,3244.6,2757.91,434.88,2323.04,3221.17,86.7,84.14,4.01,55.7,17.8,6.83,46.7454309,18.5,11510.4,6.81,30.91,126.31,104.92,158.94,111.87,106.75,110.64,138.77,101.97,107.49
2010/5/1,244.2045,94.1,253.5238,227.1,0.648287177,28386.4,1815.36,3352.9,2849.97,498.13,2351.84,3306.99,86.8,75.95,4.14,53.9,16.5,6.83,156.548618,18.7,12455.1,7.13,31.14,121.15,99.48,147.32,106.03,106.85,110.96,138.84,102.48,108.38
2010/6/1,242.3864,94.8186,249.5909,233.08,0.371517032,28300,1736.67,3366,2861.1,621.63,2239.47,3312.82,86.4,74.6,4.8,52.1,13.7,6.82,130.0135016,18.3,12329.9,6.41,25.54,118.06,98.16,137.85,103.56,107.13,111.62,129.94,103.04,109.29
2010/7/1,267.0714,88.3219,245.3409,227.2168,0.218048811,29500,1642.09,3152.1,2679.29,538.28,2141.01,3094.81,86.4,75.39,4.64,51.2,13.4,6.78,70.8156741,17.9,12252.8,4.84,15.22,118.55,98.61,133.24,102.76,106.19,111.63,114.33,103.62,109.47
2010/8/1,285.7273,93.0741,249.5,230.63,0.326662421,29580,1629.17,3139.5,2668.58,470.73,2197.85,3120.07,87.1,77.17,4.37,51.7,13.9,6.79,104.1029861,18.4,12569.8,4.32,14.77,123.05,105.57,150.8,105.06,105.65,110.73,114.76,103.36,109.82
2010/9/1,316.4762,95.4605,265.2727,249.63,0.337600231,26826.3,1652.29,3192.9,2713.97,657.42,2056.55,3171.07,87,77.24,3.9,53.8,13.3,6.76,121.5974362,18.8,13536.5,4.33,10.43,125.26,111.86,149.22,106.79,105.73,110.44,109.13,103.82,110.42
2010/10/1,383.21,106.881,293.4762,266.13,0.282764524,24749.4,1672.06,3196.3,2716.86,610,2106.86,3174.14,87.3,82.09,3.5,54.7,13.1,6.68,74.11595836,18.6,14284.8,5.04,11.81,130.14,122.98,159.89,111.91,107.21,111.6,111.51,104.02,111.71
2010/11/1,365.28,116.6848,378.9048,281.6667,0.681317925,32088.9,1716.54,3265.9,2776.02,664.48,2111.54,3230.96,88.2,85.17,3.68,55.2,13.3,6.64,82.42306365,18.7,13910.9,6.06,14.58,135.38,135.56,167.42,116.52,109.61,114.91,112.87,105.35,115.92
2010/12/1,343.45,114.8278,377.913,276.4435,0.528720856,30000,1756.03,3420.3,2907.26,808.05,2099.21,3386.55,88.3,91.1,4.23,53.9,13.5,6.65,110.6732467,19.1,15329.5,5.93,12.58,138.96,139.47,169.1,121.91,109.34,114.71,109.77,105.12,117.87
2011/1/1,349.5333,108.08,346.75,257.68,0.467019051,31500,1830.35,3327,2827.95,480.62,2347.34,3308.11,88.1,96.47,4.5,52.9,14.9,6.6,172.6803987,19.9,15249,6.6,13.7,143.28,154.05,172.1,126.76,109,111.1,113.8,105.9,119.8
